run_id,model,feature_set_id,서비스_업종_코드,rows,positive_rate,average_precision,roc_auc,precision_at_0_5,recall_at_0_5,f1_at_0_5,predicted_positive_rate_at_0_5
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS200026,173,0.30057803468208094,0.37698608151386626,0.5402097902097902,0.75,0.057692307692307696,0.10714285714285714,0.023121387283236993
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100001,5554,0.1852718761253151,0.39430412125958636,0.7387660604889154,1.0,0.0009718172983479105,0.001941747572815534,0.00018005041411595248
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100002,1698,0.33510011778563015,0.4864913878252488,0.6579387329720845,0.75,0.005272407732864675,0.010471204188481676,0.002355712603062426
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100003,1282,0.45553822152886114,0.5583895470645768,0.6330783647996232,0.3333333333333333,0.0017123287671232876,0.0034071550255536627,0.00234009360374415
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100004,1283,0.39438815276695244,0.5430487666168229,0.6751364577451534,0.3333333333333333,0.001976284584980237,0.003929273084479371,0.002338269680436477
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100005,1564,0.3177749360613811,0.44196429576312346,0.6500257401956254,0.42857142857142855,0.006036217303822937,0.011904761904761904,0.004475703324808184
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100006,1526,0.41874180865006555,0.6389590544453561,0.7215703087370521,0.8846153846153846,0.03599374021909233,0.06917293233082707,0.01703800786369594
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100007,2078,0.48267564966313764,0.6612223372277444,0.6791518467852258,0.8297872340425532,0.038883349950149554,0.07428571428571429,0.022617901828681425
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100008,3033,0.3537751401252885,0.5387143757689661,0.6913198737090362,0.8,0.007455731593662628,0.014773776546629732,0.003297065611605671
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100009,3508,0.3187001140250855,0.4332653992939596,0.6277756154519801,1.0,0.0026833631484794273,0.0053523639607493305,0.0008551881413911061
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS100010,4154,0.291044776119403,0.4661783042534724,0.6968590129770917,0.42857142857142855,0.0024813895781637717,0.004934210526315789,0.001685122773230621
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200006,1998,0.14614614614614616,0.304899928024095,0.7154382598082513,0.0,0.0,0.0,0.0
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200007,1506,0.20053120849933598,0.2928363772206045,0.6331901388308288,0.0,0.0,0.0,0.0
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200016,1297,0.27602158828064766,0.45366431157061005,0.6742790678303912,1.0,0.002793296089385475,0.005571030640668524,0.0007710100231303007
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200024,839,0.4123957091775924,0.50630129683036,0.6217800654246152,0.0,0.0,0.0,0.0023837902264600714
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200028,4384,0.2664233576642336,0.37702878248505906,0.645486847653854,1.0,0.0025684931506849314,0.005123825789923143,0.0006843065693430657
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200029,1017,0.400196656833825,0.4292418360922956,0.5425947557095099,0.5,0.03194103194103194,0.06004618937644342,0.025565388397246803
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200030,1156,0.2378892733564014,0.32556949481914077,0.6272252605510267,0.3888888888888889,0.025454545454545455,0.04778156996587031,0.015570934256055362
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200031,1546,0.2238033635187581,0.30073532187914426,0.60867774566474,1.0,0.005780346820809248,0.011494252873563218,0.00129366106080207
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS200037,2043,0.29515418502202645,0.3871156605188362,0.6054403906393956,1.0,0.001658374792703151,0.0033112582781456954,0.0004894762604013706
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS300001,3323,0.33012338248570566,0.5480892828881979,0.7188435994270088,0.5,0.0018231540565177757,0.0036330608537693005,0.0012037315678603672
logistic_l1__linear_common_plus_log1p,logistic_l1,linear_common_plus_log1p,CS300002,2751,0.2813522355507088,0.448155394803046,0.6862066216267437,1.0,0.002583979328165375,0.005154639175257732,0.0007270083605961468
